"ZONA PORTUARIA               ","SOCIEDAD PORTUARIA","TIPO DE SERVICIO","TIPO DE CARGA","EXPORTACION","IMPORTACIÓN","TRANSBORDO","TRANSITO INTERNACIONAL","FLUVIAL","CABOTAJE","MOVILIZACIONES A BORDO","TRANSITORIA","AÑO VIGENCIA","MES VIGENCIA"
"CARTAGENA","SOCIEDAD PORTUARIA MARDIQUE","PUBLICO","GENERAL","0","33,027","0","0","0","0","0","0","2,025","8"
"BUENAVENTURA","SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","79,568","42,448","0","0","0","0","0","0","2,022","11"
"GUAJIRA","PUERTO BRISA S.A.","PUBLICO","GENERAL","0","12,908","0","0","0","0","0","0","2,022","1"
"G. MORROSQUILLO","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","46,660","0","0","0","0","0","0","2,021","11"
"CARTAGENA","SOCIEDAD PORTUARIA EL CAYAO S.A. E.S.P.","PUBLICO","GRANEL LIQUIDO","0","21,678","0","0","0","0","0","0","2,018","6"
"G. MORROSQUILLO","CENIT TRANSPORTE Y LOG�STICA DE HIDROCARBUROS SAS","PRIVADO","GRANEL LIQUIDO","1,094,363","82,672","0","0","0","0","0","0","2,023","12"
"CARTAGENA","ECOPETROL S.A.","PRIVADO","GRANEL LIQUIDO","142,703","74,862","0","0","0","293,603","0","0","2,023","9"
"G. MORROSQUILLO","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","CARBON AL GRANEL","66,203","0","0","0","0","0","0","0","2,018","6"
"CARTAGENA","SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA","PUBLICO","CONTENEDORES","102,035","155,115","335,157","0","0","18,308","0","0","2,021","10"
"CARTAGENA","PUERTO BUENAVISTA S.A","PUBLICO","CONTENEDORES","995","0","0","0","0","0","0","0","2,019","4"
"CARTAGENA","SOCIEDAD PORTUARIA EL CAYAO S.A. E.S.P.","PUBLICO","GRANEL LIQUIDO","0","124,092","0","0","0","0","0","0","2,025","7"
"CIENAGA","SOCIEDAD PORTUARIA PUERTO NUEVO S.A.","PUBLICO","CARBON AL GRANEL","265,381","0","0","0","0","0","0","0","2,023","10"
"CARTAGENA","ALGRANEL S.A.","PUBLICO","GRANEL LIQUIDO","2,250","1,093","0","0","0","0","0","0","2,020","5"
"SAN ANDRES","SAN ANDRES PORT SOCIETY SA","PUBLICO","CONTENEDORES","364","1,261","0","0","0","9,042","0","0","2,024","1"
"TURBO","PROMOTORA BANANERA S.A","PUBLICO","CONTENEDORES","6,615","0","0","0","0","3,912","0","0","2,019","8"
"SAN ANDRES","SAN ANDRES PORT SOCIETY SA","PUBLICO","GENERAL","0","89","0","0","0","4,893","0","0","2,022","10"
"BUENAVENTURA","GRUPO PORTUARIO S.A","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","117,039","0","0","0","0","0","0","2,022","3"
"CARTAGENA","SOCIEDAD PORTUARIA TRANSMARSYP S.A.","PUBLICO","CONTENEDORES","0","0","0","0","0","3,933","0","0","2,021","3"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","133,305","0","0","4,500","0","0","0","2,021","11"
"BARRANQUILLA","BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.","PUBLICO","CARBON AL GRANEL","22,924","0","0","0","0","0","0","0","2,019","9"
"BARRANQUILLA","PALERMO SOCIEDAD PORTUARIA S.A","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","36,943","61,032","0","0","0","0","0","0","2,020","10"
"BUENAVENTURA","GRUPO PORTUARIO S.A","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","35,184","0","0","0","0","0","0","2,018","10"
"CARTAGENA","ZONA FRANCA ARGOS S.A.S.","PRIVADO","GRANEL SOLIDO DIFER. DE CARBON","72,613","49,350","0","0","0","0","0","0","2,021","9"
"Z.P. RIO MAGDALENA","PUERTO PIMSA S.A.","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","4,542","0","0","0","0","0","0","2,022","7"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","PUBLICO","GENERAL","49","13,741","0","0","2,710","1,376","0","0","2,019","5"
"BARRANQUILLA","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","CARBON AL GRANEL","24,275","0","0","0","0","0","0","0","2,023","1"
"G. MORROSQUILLO","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","CARBON AL GRANEL","124,654","0","0","0","0","0","0","0","2,022","12"
"CARTAGENA","PUERTOS DEL CARIBE SOCIEDAD PORTUARIA S.A.","PUBLICO","GRANEL LIQUIDO","0","9,098","0","0","0","0","0","0","2,019","6"
"BARRANQUILLA","SOCIEDAD PORTUARIA RIVERPORT S.A.","PUBLICO","CARBON AL GRANEL","0","43,898","0","0","0","0","0","0","2,021","12"
"BUENAVENTURA","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","69,493","0","0","0","0","0","0","2,018","1"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","PUBLICO","CONTENEDORES","90,806","156,899","25,556","0","0","0","0","0","2,021","10"
"CARTAGENA","PUERTO DE MAMONAL S.A.","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","102,100","0","0","0","0","0","0","0","2,023","8"
"BUENAVENTURA","SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.","PUBLICO","CARBON AL GRANEL","100,000","0","0","0","0","0","0","0","2,025","3"
"BARRANQUILLA","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","1,619","0","0","0","0","0","0","2,024","1"
"BARRANQUILLA","PORTMAGDALENA S.A.","PUBLICO","GRANEL LIQUIDO","41,704","23,980","0","0","0","0","0","0","2,021","8"
"CARTAGENA","SOCIEDAD PORTUARIA OLEFINAS Y DERIVADOS S.A.","PUBLICO","GRANEL LIQUIDO","0","61,253","0","0","0","0","0","0","2,023","12"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","PUBLICO","CONTENEDORES","166,691","224,022","563,865","0","0","0","0","0","2,018","12"
"BARRANQUILLA","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","CARBON AL GRANEL","50,943","0","0","0","0","0","0","0","2,022","4"
"CARTAGENA","PUERTOS DEL CARIBE SOCIEDAD PORTUARIA S.A.","PUBLICO","GRANEL LIQUIDO","0","3,502","0","0","0","0","0","0","2,023","11"
"CARTAGENA","ECOPETROL S.A.","PRIVADO","GRANEL LIQUIDO","237,719","128,559","0","0","0","258,793","0","0","2,023","3"
"BUENAVENTURA","GRUPO PORTUARIO S.A","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","4,000","0","0","0","0","0","0","2,021","5"
"CARTAGENA","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","CONTENEDORES","20,985","13,919","6,669","10,847","0","0","0","0","2,021","12"
"CARTAGENA","COREMAR SHOREBASE SA","PUBLICO","GENERAL","0","1,343","0","0","0","0","0","0","2,021","4"
"CARTAGENA","ALGRANEL S.A.","PUBLICO","GRANEL LIQUIDO","0","2,302","0","0","0","0","0","0","2,019","6"
"CARTAGENA","PUERTO DE MAMONAL S.A.","PUBLICO","GENERAL","2,818","536","0","0","0","0","0","0","2,018","8"
"BARRANQUILLA","PALERMO SOCIEDAD PORTUARIA S.A","PUBLICO","GENERAL","0","56,003","0","0","0","0","0","0","2,018","7"
"SANTA MARTA","SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA","PUBLICO","GRANEL LIQUIDO","7,469","8,471","0","0","0","2,165","0","0","2,023","8"
"GUAJIRA","SOCIEDAD PORTUARIA DE LA PENINSULA S.A.","PUBLICO","GENERAL","0","377","0","0","0","0","0","0","2,022","1"
"G. MORROSQUILLO","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","45,116","0","0","0","0","0","0","2,019","4"
"TUMACO","CENIT TRANSPORTE Y LOG�STICA DE HIDROCARBUROS SAS","PRIVADO","GRANEL LIQUIDO","58,942","0","0","0","0","0","0","0","2,018","8"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","PUBLICO","CARBON AL GRANEL","32,745","0","0","0","0","0","0","0","2,018","11"
"CARTAGENA","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","GENERAL","110","16,032","0","0","0","0","0","0","2,023","1"
"BARRANQUILLA","BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.","PUBLICO","GENERAL","0","16,474","0","0","0","0","0","0","2,018","6"
"GUAJIRA","PUERTO BRISA S.A.","PUBLICO","CARBON AL GRANEL","16,700","0","0","0","0","0","0","0","2,020","8"
"TUMACO","SOCIEDAD PORTUARIA REGIONAL TUMACO PACIFIC PORT S.A","PUBLICO","GRANEL LIQUIDO","7,562","0","0","0","0","9,957","0","0","2,021","5"
"BARRANQUILLA","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","CARBON AL GRANEL","70,529","0","0","0","0","0","0","0","2,022","7"
"G. MORROSQUILLO","OLEODUCTO CENTRAL S.A.","PUBLICO","GRANEL LIQUIDO","1,241,924","0","0","0","0","0","0","0","2,023","5"
"CARTAGENA","SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA","PUBLICO","CONTENEDORES","85,180","113,661","283,431","0","0","4,115","0","0","2,023","6"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","62,954","0","0","0","0","0","0","2,020","7"
"CARTAGENA","SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA","PUBLICO","CONTENEDORES","86,971","106,488","430,658","0","0","25,243","0","0","2,020","8"
"CARTAGENA","SOCIEDAD PORTUARIA OLEFINAS Y DERIVADOS S.A.","PUBLICO","GRANEL LIQUIDO","0","63,337","0","0","0","0","0","0","2,024","6"
"G. MORROSQUILLO","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","GENERAL","0","814","0","0","0","0","0","0","2,018","12"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","PUBLICO","CARBON AL GRANEL","93,521","0","0","0","0","0","0","0","2,022","10"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","7,112","254,577","0","0","0","0","0","0","2,023","3"
"TURBO","UNIBAN LOGISTICA S.A","PUBLICO","GENERAL","16,856","1","0","0","0","0","0","0","2,023","4"
"BARRANQUILLA","ATUNAMAR LIMITADA","PRIVADO","GENERAL","0","0","0","0","0","1,346","0","0","2,018","8"
"CARTAGENA","ECOPETROL S.A.","PRIVADO","GRANEL LIQUIDO","238,388","143,023","0","0","0","136,473","0","0","2,021","9"
"BUENAVENTURA","SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.","PUBLICO","CONTENEDORES","57,092","173,473","0","0","0","16,483","0","0","2,020","8"
"SANTA MARTA","SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA","PUBLICO","GENERAL","204","11,852","0","0","0","0","0","0","2,022","3"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","246,432","0","0","0","0","0","0","2,023","11"
"CARTAGENA","PUERTO DE MAMONAL S.A.","PUBLICO","GRANEL LIQUIDO","10,644","0","0","0","0","0","0","0","2,023","7"
"BUENAVENTURA","SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.","PUBLICO","CONTENEDORES","97,040","217,620","0","0","0","4,488","0","0","2,021","8"
"CARTAGENA","NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A","PRIVADO","GRANEL LIQUIDO","0","0","0","0","0","7,045","0","0","2,019","9"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","PUBLICO","CARBON AL GRANEL","63,287","0","0","0","0","0","0","0","2,024","4"
"BUENAVENTURA","GRUPO PORTUARIO S.A","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","94,772","0","0","0","0","0","0","2,020","1"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","PUBLICO","GENERAL","44","34,003","1,177","0","0","1,150","0","0","2,023","3"
"G. MORROSQUILLO","OLEODUCTO CENTRAL S.A.","PUBLICO","GRANEL LIQUIDO","1,782,338","0","0","0","0","0","0","0","2,020","5"
"CARTAGENA","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","CONTENEDORES","21,327","12,552","5,627","41,477","0","0","0","0","2,021","4"
"CARTAGENA","SOCIEDAD PORTUARIA EL CAYAO S.A. E.S.P.","PUBLICO","GRANEL LIQUIDO","0","18,984","0","0","0","0","0","0","2,020","4"
"GUAJIRA","CERREJON ZONA NORTE S.A.","PRIVADO","GENERAL","0","6,500","0","0","0","0","0","0","2,025","8"
"BARRANQUILLA","PALERMO SOCIEDAD PORTUARIA S.A","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","10,019","0","0","0","0","0","0","2,018","11"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","333,803","0","0","0","0","0","0","2,024","6"
"CARTAGENA","PUERTO DE MAMONAL S.A.","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","153,078","0","0","0","0","0","0","0","2,022","11"
"CARTAGENA","PUERTO BUENAVISTA S.A","PUBLICO","GENERAL","6,545","0","0","0","0","0","0","0","2,025","8"
"BUENAVENTURA","SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.","PUBLICO","CONTENEDORES","64,023","119,502","7,605","0","0","0","0","0","2,020","3"
"BUENAVENTURA","SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.","PUBLICO","CONTENEDORES","70,696","130,133","18,261","0","0","0","0","0","2,020","12"
"CARTAGENA","SOCIEDAD PORTUARIA OLEFINAS Y DERIVADOS S.A.","PUBLICO","GRANEL LIQUIDO","0","78,780","0","0","0","0","0","0","2,020","12"
"BARRANQUILLA","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","7,980","0","0","0","0","0","0","2,021","9"
"CARTAGENA","ALGRANEL S.A.","PUBLICO","GRANEL LIQUIDO","0","8,173","0","0","0","0","0","0","2,024","9"
"BARRANQUILLA","PORTMAGDALENA S.A.","PUBLICO","GRANEL LIQUIDO","1,380","35,921","0","0","0","0","0","0","2,020","10"
"CARTAGENA","ALGRANEL S.A.","PUBLICO","GRANEL LIQUIDO","0","8,455","0","0","0","0","0","0","2,023","11"
"CARTAGENA","ATUNAMAR LIMITADA","PRIVADO","GENERAL","0","0","0","0","0","2,170","0","0","2,023","8"
"CARTAGENA","SOCIEDAD PORTUARIA BAVARIA S.A","PRIVADO","GRANEL SOLIDO DIFER. DE CARBON","0","28,000","0","0","0","0","0","0","2,021","4"
"BARRANQUILLA","PALERMO SOCIEDAD PORTUARIA S.A","PUBLICO","GENERAL","0","42,859","2,931","0","0","16,603","0","0","2,022","6"
"BUENAVENTURA","SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.","PUBLICO","CONTENEDORES","45,614","191,980","13,241","0","0","0","0","0","2,025","8"
"CARTAGENA","SOCIEDAD PORTUARIA DEL DIQUE S.A.","PUBLICO","GRANEL LIQUIDO","0","0","0","0","0","18,397","0","0","2,023","3"
"GUAJIRA","SOCIEDAD PORTUARIA DE LA PENINSULA S.A.","PUBLICO","GENERAL","0","399","0","0","0","0","0","0","2,024","6"
"BUENAVENTURA","SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.","PUBLICO","CONTENEDORES","79,634","153,215","24,380","0","0","0","0","0","2,020","10"
"GUAJIRA","PUERTO BRISA S.A.","PUBLICO","CONTENEDORES","0","696","0","0","0","0","0","0","2,022","8"
"G. MORROSQUILLO","CENIT TRANSPORTE Y LOG�STICA DE HIDROCARBUROS SAS","PRIVADO","GRANEL LIQUIDO","873,314","75,854","0","0","0","35,394","0","0","2,023","5"
"GUAJIRA","CERREJON ZONA NORTE S.A.","PRIVADO","GENERAL","0","1,274","0","0","0","0","0","0","2,020","1"
"SAN ANDRES","SAN ANDRES PORT SOCIETY SA","PUBLICO","GENERAL","0","44","0","0","0","2,696","0","0","2,025","8"
"SANTA MARTA","SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA","PUBLICO","CONTENEDORES","75,077","9,564","679","0","0","1,341","0","0","2,024","7"
"G. MORROSQUILLO","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","51,585","0","0","0","0","0","0","2,020","1"
"SAN ANDRES","SAN ANDRES PORT SOCIETY SA","PUBLICO","GENERAL","0","67","0","0","0","3,536","0","0","2,020","9"
"BARRANQUILLA","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","CARBON AL GRANEL","39,981","0","0","0","0","0","0","0","2,023","6"
"BUENAVENTURA","SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","78,480","0","0","0","0","0","0","2,021","10"
"CARTAGENA","PUERTOS DEL CARIBE SOCIEDAD PORTUARIA S.A.","PUBLICO","GRANEL LIQUIDO","0","6,132","0","0","0","0","0","0","2,019","5"
"CARTAGENA","PUERTO DE MAMONAL S.A.","PUBLICO","GRANEL LIQUIDO","0","12,845","0","0","0","0","0","0","2,024","9"
"BARRANQUILLA","SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.","PRIVADO","GRANEL LIQUIDO","0","7,101","0","0","0","0","0","0","2,019","8"
"CARTAGENA","PUERTO DE MAMONAL S.A.","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","106,961","0","0","0","0","0","0","0","2,022","6"
"CARTAGENA","PRIMAX COLOMBIA S.A","PRIVADO","GRANEL LIQUIDO","0","0","0","0","65","0","0","0","2,022","10"
"G. MORROSQUILLO","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","91,925","0","0","0","0","0","0","2,021","5"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","PUBLICO","CONTENEDORES","162,025","172,846","19,280","0","0","0","0","0","2,020","11"
"CARTAGENA","TERMINAL DE CONTENEDORES DE CARTAGENA S. A.","PUBLICO","GENERAL","0","17","502","0","0","0","0","0","2,020","2"
"SANTA MARTA","SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","307,265","0","0","0","0","0","0","2,021","5"
"SAN ANDRES","NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A","PRIVADO","GRANEL LIQUIDO","0","0","0","0","0","4,883","0","0","2,021","10"
"SAN ANDRES","SAN ANDRES PORT SOCIETY SA","PUBLICO","CONTENEDORES","0","4,093","0","0","0","7,457","0","0","2,019","12"
"BARRANQUILLA","VOPAK COLOMBIA S.A.","PUBLICO","GRANEL LIQUIDO","5,922","7,483","0","0","0","0","0","0","2,021","11"
"SANTA MARTA","SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA","PUBLICO","GRANEL LIQUIDO","56,685","0","0","0","0","0","0","0","2,020","5"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","PUBLICO","GRANEL LIQUIDO","5,140","34,131","0","0","0","0","0","0","2,020","10"
"SANTA MARTA","SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA","PUBLICO","GRANEL LIQUIDO","17,932","13,482","0","0","0","0","0","0","2,018","5"
"CARTAGENA","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","70,535","0","0","0","0","0","0","2,019","4"
"TURBO","PROMOTORA BANANERA S.A","PUBLICO","GENERAL","2,052","0","0","0","0","0","0","0","2,021","5"
"BARRANQUILLA","SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.","PRIVADO","GRANEL LIQUIDO","799","0","0","0","0","0","0","0","2,023","3"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","PUBLICO","GENERAL","0","139,285","608","0","0","0","0","0","2,024","6"
"BUENAVENTURA","GRUPO PORTUARIO S.A","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","51,312","0","0","0","0","0","0","2,023","12"
"G. MORROSQUILLO","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","CARBON AL GRANEL","22,000","0","0","0","0","0","0","0","2,021","9"
"CARTAGENA","SOCIEDAD PORTUARIA EL CAYAO S.A. E.S.P.","PUBLICO","GRANEL LIQUIDO","0","6,976","0","0","0","0","0","0","2,023","5"
"BARRANQUILLA","SOCIEDAD PORTUARIA MICHELLMAR S.A.","PUBLICO","GRANEL LIQUIDO","5,670","0","0","0","0","0","0","0","2,023","7"
"CARTAGENA","PUERTO BUENAVISTA S.A","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","26,211","0","0","0","0","0","0","2,022","11"
"CARTAGENA","TERMINAL DE CONTENEDORES DE CARTAGENA S. A.","PUBLICO","GENERAL","206","45","99","0","0","0","0","0","2,023","9"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","PUBLICO","CONTENEDORES","46,492","78,428","0","71","0","0","0","728","2,019","5"
"BARRANQUILLA","PALERMO SOCIEDAD PORTUARIA S.A","PUBLICO","GRANEL LIQUIDO","0","0","0","0","0","3,384","0","0","2,021","2"
"CARTAGENA","PUERTOS DEL CARIBE SOCIEDAD PORTUARIA S.A.","PUBLICO","GRANEL LIQUIDO","0","7,098","0","0","0","0","0","0","2,019","12"
"CARTAGENA","TERMINAL DE CONTENEDORES DE CARTAGENA S. A.","PUBLICO","GENERAL","0","70","188","0","0","0","0","0","2,023","4"
"SANTA MARTA","SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","111,802","0","0","0","0","0","0","2,018","11"
"BUENAVENTURA","SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","169,329","0","0","0","0","0","0","2,018","4"
"CIENAGA","SOCIEDAD PORTUARIA PUERTO NUEVO S.A.","PUBLICO","CARBON AL GRANEL","969,935","0","0","0","0","0","0","0","2,018","7"
"CARTAGENA","ECOPETROL S.A.","PRIVADO","GRANEL LIQUIDO","205,132","100,268","0","0","0","242,964","0","0","2,024","9"
"CARTAGENA","SOCIEDAD PORTUARIA DEL DIQUE S.A.","PUBLICO","GRANEL LIQUIDO","0","0","0","0","0","18,746","0","0","2,023","6"
"BARRANQUILLA","PALERMO SOCIEDAD PORTUARIA S.A","PUBLICO","GRANEL LIQUIDO","1,391","45,208","0","0","0","0","0","0","2,021","4"
"CARTAGENA","PUERTO DE MAMONAL S.A.","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","45,135","0","0","0","0","0","0","2,018","4"
"CARTAGENA","SOCIEDAD PORTUARIA DEXTON S.A.","PUBLICO","GRANEL LIQUIDO","34,334","3,850","0","0","0","0","0","0","2,021","4"
"GUAJIRA","CERREJON ZONA NORTE S.A.","PRIVADO","CONTENEDORES","0","498","0","0","0","0","0","0","2,019","6"
"Z.P. RIO MAGDALENA","PUERTO PIMSA S.A.","PUBLICO","GENERAL","0","406","0","0","0","21,592","0","0","2,021","3"
"CARTAGENA","NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A","PRIVADO","GRANEL LIQUIDO","0","0","0","0","0","2,503","0","0","2,020","5"
"CARTAGENA","SOCIEDAD PORTUARIA DEL DIQUE S.A.","PUBLICO","GRANEL LIQUIDO","0","0","0","0","0","19,235","0","0","2,022","1"
"TUMACO","SOCIEDAD PORTUARIA REGIONAL TUMACO PACIFIC PORT S.A","PUBLICO","GRANEL LIQUIDO","1,501","0","0","0","0","3,203","0","0","2,020","2"
"CARTAGENA","SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA","PUBLICO","CONTENEDORES","123,933","87,180","482,133","0","0","65,836","0","0","2,025","2"
"SANTA MARTA","SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA","PUBLICO","CARBON AL GRANEL","108,984","0","0","0","0","0","0","0","2,020","4"
"SANTA MARTA","SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA","PUBLICO","GENERAL","2,710","8,117","0","0","0","0","0","0","2,024","9"
"BARRANCABERMEJA","SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.","PUBLICO","GRANEL LIQUIDO","0","0","0","0","55,005","0","0","0","2,018","3"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","142,342","0","0","0","0","0","0","2,019","4"
"Z.P. RIO MAGDALENA","PUERTO PIMSA S.A.","PUBLICO","GENERAL","0","135","0","0","0","0","0","0","2,020","8"
"SANTA MARTA","SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","133,823","0","0","0","0","0","0","2,018","8"
"CARTAGENA","ZONA FRANCA ARGOS S.A.S.","PRIVADO","GRANEL SOLIDO DIFER. DE CARBON","67,116","48,714","0","0","0","0","0","0","2,020","4"
"G. MORROSQUILLO","CENIT TRANSPORTE Y LOG�STICA DE HIDROCARBUROS SAS","PRIVADO","GRANEL LIQUIDO","790,324","0","0","0","0","0","0","0","2,021","11"
"CARTAGENA","TERMINAL DE CONTENEDORES DE CARTAGENA S. A.","PUBLICO","CONTENEDORES","173,172","212,169","1,424,909","0","0","61,470","0","0","2,020","9"
"BARRANQUILLA","BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","9,943","55,184","0","0","0","0","0","0","2,019","10"
"BARRANCABERMEJA","SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.","PUBLICO","GRANEL LIQUIDO","0","0","0","0","72,727","0","0","0","2,025","2"
"CARTAGENA","TERMINAL DE CONTENEDORES DE CARTAGENA S. A.","PUBLICO","GENERAL","57","15","118","0","0","0","0","0","2,020","7"
"BARRANQUILLA","PALERMO SOCIEDAD PORTUARIA S.A","PUBLICO","GENERAL","87","44,785","0","0","0","0","0","0","2,022","11"
"CARTAGENA","SOCIEDAD PORTUARIA OLEFINAS Y DERIVADOS S.A.","PUBLICO","GRANEL LIQUIDO","0","60,052","0","0","0","0","0","0","2,022","12"
