"ZONA PORTUARIA               ","SOCIEDAD PORTUARIA","TIPO DE SERVICIO","TIPO DE CARGA","EXPORTACION","IMPORTACIÓN","TRANSBORDO","TRANSITO INTERNACIONAL","FLUVIAL","CABOTAJE","MOVILIZACIONES A BORDO","TRANSITORIA","AÑO VIGENCIA","MES VIGENCIA"
"SAN ANDRES","SAN ANDRES PORT SOCIETY SA","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","6,196","0","0","0","0","0","0","2,021","9"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","PUBLICO","GRANEL LIQUIDO","0","2,618","0","0","0","0","0","0","2,021","1"
"GUAJIRA","PUERTO BRISA S.A.","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","27,402","0","0","0","0","0","0","2,018","11"
"GUAJIRA","PUERTO BRISA S.A.","PUBLICO","CARBON AL GRANEL","97,632","0","0","0","0","0","0","0","2,022","1"
"SAN ANDRES","NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A","PRIVADO","GRANEL LIQUIDO","0","0","0","0","0","4,915","0","0","2,018","1"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","143,315","0","0","2,176","0","0","0","2,022","7"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","PUBLICO","GRANEL LIQUIDO","0","1,896","0","0","0","0","0","0","2,019","10"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","PUBLICO","GRANEL LIQUIDO","0","3,140","0","0","0","0","0","0","2,019","4"
"TURBO","UNIBAN LOGISTICA S.A","PUBLICO","GENERAL","16,080","0","0","0","0","0","0","0","2,023","6"
"CARTAGENA","ALGRANEL S.A.","PUBLICO","GRANEL LIQUIDO","0","8,961","0","0","0","0","0","0","2,023","6"
"BARRANQUILLA","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","GENERAL","26,354","0","0","0","0","0","0","0","2,019","6"
"CARTAGENA","ECOPETROL S.A.","PRIVADO","GRANEL LIQUIDO","462,755","91,138","0","0","0","30,634","0","0","2,018","12"
"CARTAGENA","VOPAK COLOMBIA S.A.","PUBLICO","GRANEL LIQUIDO","0","4,633","0","0","0","2,755","0","0","2,020","8"
"BUENAVENTURA","GRUPO PORTUARIO S.A","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","106,382","0","0","0","0","0","0","2,021","7"
"CARTAGENA","ALGRANEL S.A.","PUBLICO","GRANEL LIQUIDO","2,086","9,419","0","0","0","0","0","0","2,023","4"
"CARTAGENA","ECOPETROL S.A.","PRIVADO","GRANEL LIQUIDO","518,719","75,919","0","0","0","76,385","0","0","2,019","4"
"BUENAVENTURA","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","62,006","0","0","0","0","0","0","2,020","12"
"BUENAVENTURA","SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","94,980","0","0","0","0","0","0","2,023","4"
"BARRANQUILLA","PORTMAGDALENA S.A.","PUBLICO","GRANEL LIQUIDO","44,515","7,649","0","0","8,725","33,669","0","0","2,022","10"
"G. MORROSQUILLO","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","102,273","0","0","0","0","0","0","2,024","6"
"BARRANQUILLA","SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.","PRIVADO","GRANEL LIQUIDO","0","5,002","0","0","0","0","0","0","2,021","4"
"G. MORROSQUILLO","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","72,937","0","0","0","0","0","0","2,019","8"
"CARTAGENA","PUERTO BUENAVISTA S.A","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","14,107","0","0","0","0","0","0","2,020","3"
"CARTAGENA","SOCIEDAD PORTUARIA EL CAYAO S.A. E.S.P.","PUBLICO","GRANEL LIQUIDO","0","47,468","0","0","0","0","0","0","2,018","8"
"BARRANCABERMEJA","SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.","PUBLICO","GRANEL LIQUIDO","0","0","0","0","90,897","0","0","0","2,020","11"
"BARRANQUILLA","PALERMO SOCIEDAD PORTUARIA S.A","PUBLICO","GENERAL","0","23,168","0","0","0","0","0","0","2,019","2"
"BARRANQUILLA","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","CARBON AL GRANEL","25,405","0","0","0","0","0","0","0","2,018","1"
"CARTAGENA","PUERTOS DEL CARIBE SOCIEDAD PORTUARIA S.A.","PUBLICO","GRANEL LIQUIDO","0","4,998","0","0","0","0","0","0","2,024","2"
"CARTAGENA","SOCIEDAD PORTUARIA MARDIQUE","PUBLICO","GENERAL","7,241","0","0","0","0","4","0","0","2,024","2"
"BARRANQUILLA","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","CARBON AL GRANEL","40,126","0","0","0","0","0","0","0","2,024","5"
"CARTAGENA","ATUNAMAR LIMITADA","PRIVADO","GENERAL","0","0","0","0","0","3,243","0","0","2,024","9"
"G. MORROSQUILLO","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","15,790","0","0","0","0","0","0","2,024","1"
"SANTA MARTA","SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA","PUBLICO","CARBON AL GRANEL","380,956","0","0","0","0","0","0","0","2,018","3"
"TUMACO","SOCIEDAD PORTUARIA REGIONAL TUMACO PACIFIC PORT S.A","PUBLICO","GRANEL LIQUIDO","1,014","0","0","0","0","13,425","0","0","2,023","5"
"BARRANQUILLA","VOPAK COLOMBIA S.A.","PUBLICO","GRANEL LIQUIDO","3,834","5,432","0","0","0","0","0","0","2,023","10"
"BARRANQUILLA","VOPAK COLOMBIA S.A.","PUBLICO","GRANEL LIQUIDO","0","3,000","0","0","0","0","0","0","2,019","5"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","PUBLICO","CARBON AL GRANEL","82,877","0","0","0","0","0","0","0","2,019","10"
"BARRANQUILLA","PORTMAGDALENA S.A.","PUBLICO","GRANEL LIQUIDO","0","78,067","0","0","7,302","18,614","0","0","2,020","3"
"BUENAVENTURA","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","45,283","0","0","0","0","0","0","2,018","5"
"GUAJIRA","CERREJON ZONA NORTE S.A.","PRIVADO","GRANEL SOLIDO DIFER. DE CARBON","0","13,391","0","0","0","0","0","0","2,022","9"
"SAN ANDRES","SAN ANDRES PORT SOCIETY SA","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","5,946","0","0","0","0","0","0","2,021","1"
"CARTAGENA","ZONA FRANCA ARGOS S.A.S.","PRIVADO","GRANEL SOLIDO DIFER. DE CARBON","57,200","0","0","0","0","0","0","0","2,018","1"
"BARRANQUILLA","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","GENERAL","0","12,001","0","0","0","0","0","0","2,023","5"
"TURBO","PROMOTORA BANANERA S.A","PUBLICO","GENERAL","2","0","0","0","0","0","0","0","2,019","3"
"BARRANQUILLA","PALERMO SOCIEDAD PORTUARIA S.A","PUBLICO","GENERAL","212","24,988","0","0","0","0","0","0","2,020","9"
"TUMACO","SOCIEDAD PORTUARIA REGIONAL TUMACO PACIFIC PORT S.A","PUBLICO","GRANEL LIQUIDO","6,608","0","0","0","0","1,180","0","0","2,019","3"
"CARTAGENA","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","CONTENEDORES","12,035","15,846","7,149","23,102","0","0","0","0","2,019","12"
"BARRANQUILLA","VOPAK COLOMBIA S.A.","PUBLICO","GRANEL LIQUIDO","10,680","5,953","0","0","0","0","0","0","2,024","2"
"CARTAGENA","NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A","PRIVADO","GRANEL LIQUIDO","0","0","0","0","0","7,177","0","0","2,024","1"
"BARRANQUILLA","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","3,774","0","0","0","0","0","0","0","2,021","8"
"BARRANQUILLA","PALERMO SOCIEDAD PORTUARIA S.A","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","105,680","56,811","0","0","0","0","0","0","2,022","6"
"CARTAGENA","SOCIEDAD PORTUARIA BAVARIA S.A","PRIVADO","GRANEL SOLIDO DIFER. DE CARBON","0","28,000","0","0","0","0","0","0","2,025","2"
"G. MORROSQUILLO","CENIT TRANSPORTE Y LOG�STICA DE HIDROCARBUROS SAS","PRIVADO","GRANEL LIQUIDO","852,633","0","0","0","0","0","0","0","2,019","3"
"GUAJIRA","CERREJON ZONA NORTE S.A.","PRIVADO","GRANEL LIQUIDO","0","21,121","0","0","0","0","0","0","2,019","7"
"CARTAGENA","SOCIEDAD PORTUARIA DEXTON S.A.","PUBLICO","GRANEL LIQUIDO","10,176","7,149","0","0","0","0","0","0","2,020","10"
"CARTAGENA","ECOPETROL S.A.","PRIVADO","GRANEL LIQUIDO","392,032","3,697","0","0","0","95,358","0","0","2,019","7"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","PUBLICO","GENERAL","95,214","43,189","190","0","0","0","0","0","2,019","1"
"G. MORROSQUILLO","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","CARBON AL GRANEL","56,001","0","0","0","0","0","0","0","2,021","5"
"CARTAGENA","SOCIEDAD PORTUARIA DEL DIQUE S.A.","PUBLICO","GRANEL LIQUIDO","0","0","0","0","0","18,085","0","0","2,023","7"
"SAN ANDRES","NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A","PRIVADO","GRANEL LIQUIDO","0","0","0","0","0","7,318","0","0","2,023","4"
"BARRANQUILLA","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","5,435","6,969","0","0","0","0","0","0","2,021","5"
"BARRANQUILLA","VOPAK COLOMBIA S.A.","PUBLICO","GRANEL LIQUIDO","21,971","6,109","0","0","0","0","0","0","2,022","3"
"CIENAGA","AMERICAN PORT COMPANY INC","PRIVADO","CARBON AL GRANEL","1,846,723","0","0","0","0","0","0","0","2,025","3"
"BARRANQUILLA","SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.","PRIVADO","GRANEL LIQUIDO","2,400","5,500","0","0","0","0","0","0","2,020","5"
"CARTAGENA","SOCIEDAD PORTUARIA OLEFINAS Y DERIVADOS S.A.","PUBLICO","GRANEL LIQUIDO","0","68,385","0","0","0","0","0","0","2,021","8"
"BARRANQUILLA","PORTMAGDALENA S.A.","PUBLICO","GRANEL LIQUIDO","34,453","35,295","0","0","0","17,156","0","0","2,023","8"
"BARRANQUILLA","PALERMO SOCIEDAD PORTUARIA S.A","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","73,450","0","0","0","0","0","0","2,018","7"
"BUENAVENTURA","GRUPO PORTUARIO S.A","PUBLICO","CARBON AL GRANEL","99,596","0","0","0","0","0","0","0","2,022","10"
"BARRANQUILLA","PORTMAGDALENA S.A.","PUBLICO","GRANEL LIQUIDO","44,454","24,320","0","0","1,576","32,376","0","0","2,024","3"
"CARTAGENA","SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA","PUBLICO","GENERAL","38","213","0","0","0","0","0","0","2,020","11"
"SAN ANDRES","SAN ANDRES PORT SOCIETY SA","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","6,253","0","0","0","0","0","0","2,023","5"
"BUENAVENTURA","SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","55,897","0","0","0","0","0","0","2,024","5"
"CARTAGENA","SOCIEDAD PORTUARIA BAVARIA S.A","PRIVADO","GRANEL SOLIDO DIFER. DE CARBON","5,000","27,825","0","0","0","0","0","0","2,018","4"
"SAN ANDRES","SAN ANDRES PORT SOCIETY SA","PUBLICO","CONTENEDORES","473","2,410","0","93","0","8,496","0","0","2,021","7"
"CARTAGENA","ZONA FRANCA ARGOS S.A.S.","PRIVADO","GRANEL SOLIDO DIFER. DE CARBON","87,984","0","0","0","0","0","0","0","2,024","6"
"CARTAGENA","ECOPETROL S.A.","PRIVADO","GRANEL LIQUIDO","251,987","216,615","0","0","0","98,519","0","0","2,018","2"
"BUENAVENTURA","SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.","PUBLICO","CONTENEDORES","73,045","80,173","11,687","0","0","0","0","0","2,020","5"
"CARTAGENA","SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA","PUBLICO","GENERAL","8","49","0","0","0","0","0","0","2,021","11"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","PUBLICO","CARBON AL GRANEL","62,205","0","0","0","0","0","0","0","2,023","6"
"BUENAVENTURA","SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.","PUBLICO","CONTENEDORES","23,235","156,905","0","0","0","3,011","0","0","2,021","6"
"BUENAVENTURA","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","37,189","0","0","0","0","0","0","2,020","2"
"CIENAGA","AMERICAN PORT COMPANY INC","PRIVADO","CARBON AL GRANEL","2,413,280","0","0","0","0","0","0","0","2,021","10"
"CARTAGENA","PUERTOS DEL CARIBE SOCIEDAD PORTUARIA S.A.","PUBLICO","GRANEL LIQUIDO","0","5,712","0","0","0","0","0","0","2,023","4"
"BARRANQUILLA","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","GENERAL","0","26,954","0","1,184","0","0","0","0","2,023","2"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","PUBLICO","GRANEL LIQUIDO","0","78,145","0","0","0","0","0","0","2,019","10"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","PUBLICO","CONTENEDORES","88,035","111,004","60,823","0","0","0","0","0","2,023","5"
"BUENAVENTURA","SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","67,126","0","0","0","0","0","0","2,025","3"
"SAN ANDRES","SAN ANDRES PORT SOCIETY SA","PUBLICO","GENERAL","0","38","0","0","0","4,772","0","0","2,021","2"
"SANTA MARTA","SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA","PUBLICO","CARBON AL GRANEL","22,000","0","0","0","0","0","0","0","2,021","4"
"CARTAGENA","NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A","PRIVADO","GRANEL LIQUIDO","0","0","0","0","0","4,844","0","0","2,022","7"
"BUENAVENTURA","GRUPO PORTUARIO S.A","PUBLICO","CARBON AL GRANEL","57,130","0","0","0","0","0","0","0","2,024","6"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","PUBLICO","GRANEL LIQUIDO","0","1,888","0","0","0","0","0","0","2,018","8"
"SAN ANDRES","SAN ANDRES PORT SOCIETY SA","PUBLICO","GENERAL","0","134","0","0","0","4,265","0","0","2,019","7"
"BARRANQUILLA","SOCIEDAD PORTUARIA RIVERPORT S.A.","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","69,581","0","0","0","0","0","0","2,022","1"
"GUAJIRA","CERREJON ZONA NORTE S.A.","PRIVADO","GRANEL SOLIDO DIFER. DE CARBON","0","6,536","0","0","0","0","0","0","2,019","6"
"CARTAGENA","SOCIEDAD PORTUARIA BAVARIA S.A","PRIVADO","GRANEL SOLIDO DIFER. DE CARBON","28,000","0","0","0","0","0","0","0","2,019","9"
"TUMACO","CENIT TRANSPORTE Y LOG�STICA DE HIDROCARBUROS SAS","PRIVADO","GRANEL LIQUIDO","53,530","0","0","0","0","0","0","0","2,019","4"
"GUAJIRA","CERREJON ZONA NORTE S.A.","PRIVADO","GRANEL LIQUIDO","0","23,191","0","0","0","0","0","0","2,019","12"
"BARRANQUILLA","SOCIEDAD PORTUARIA RIVERPORT S.A.","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","31,254","0","0","0","0","0","0","2,021","7"
"GUAJIRA","CERREJON ZONA NORTE S.A.","PRIVADO","GRANEL SOLIDO DIFER. DE CARBON","0","6,533","0","0","0","0","0","0","2,019","5"
"SANTA MARTA","SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA","PUBLICO","GRANEL LIQUIDO","30,521","22,061","0","0","0","0","0","0","2,018","2"
"TURBO","PORTUARIA PUNTA DE VACA S.A.","PRIVADO","GRANEL LIQUIDO","0","0","0","0","0","1,366","0","0","2,018","1"
"CARTAGENA","TERMINAL DE CONTENEDORES DE CARTAGENA S. A.","PUBLICO","CONTENEDORES","200,956","210,300","1,402,937","0","0","81,333","0","0","2,024","7"
"CARTAGENA","SOCIEDAD PORTUARIA BAVARIA S.A","PRIVADO","GRANEL SOLIDO DIFER. DE CARBON","11,000","28,062","0","0","0","0","0","0","2,021","6"
"BARRANCABERMEJA","SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.","PUBLICO","CONTENEDORES","0","0","0","0","2,347","0","0","0","2,023","3"
"TUMACO","SOCIEDAD PORTUARIA REGIONAL TUMACO PACIFIC PORT S.A","PUBLICO","GRANEL LIQUIDO","0","0","0","0","0","4,909","0","0","2,022","6"
"SANTA MARTA","SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","220,467","0","0","0","0","0","0","2,023","4"
"BARRANQUILLA","SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.","PRIVADO","GRANEL SOLIDO DIFER. DE CARBON","0","10,034","0","0","0","0","0","0","2,022","2"
"SAN ANDRES","NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A","PRIVADO","GRANEL LIQUIDO","0","0","0","0","0","7,258","0","0","2,024","3"
"BARRANQUILLA","SOCIEDAD PORTUARIA MICHELLMAR S.A.","PUBLICO","GRANEL LIQUIDO","0","0","0","0","238","0","0","0","2,023","5"
"BARRANQUILLA","SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.","PRIVADO","GENERAL","17,788","0","0","0","0","0","0","0","2,018","9"
"CARTAGENA","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","CONTENEDORES","33,166","33,118","0","3,530","0","0","0","0","2,025","2"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","PUBLICO","GENERAL","7,934","64,526","632","0","0","0","0","0","2,022","12"
"BUENAVENTURA","SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.","PUBLICO","CONTENEDORES","57,253","159,280","13,436","0","0","0","0","0","2,024","3"
"CARTAGENA","PUERTO BUENAVISTA S.A","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","24,013","0","0","0","0","0","0","2,020","1"
"CARTAGENA","PUERTO BUENAVISTA S.A","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","32,428","0","0","0","0","0","0","2,020","11"
"BARRANQUILLA","SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.","PRIVADO","GENERAL","13,500","0","0","0","0","0","0","0","2,019","2"
"G. MORROSQUILLO","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","14,353","0","0","0","0","0","0","2,018","6"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","PUBLICO","GENERAL","83,938","58,899","0","0","0","0","0","0","2,019","7"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","PUBLICO","GENERAL","0","33,605","0","0","8,431","1,150","0","0","2,021","3"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","PUBLICO","CARBON AL GRANEL","30,839","0","0","0","0","0","0","0","2,019","5"
"G. MORROSQUILLO","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","CARBON AL GRANEL","11,000","38,200","0","0","0","0","0","0","2,019","12"
"BARRANQUILLA","VOPAK COLOMBIA S.A.","PUBLICO","GRANEL LIQUIDO","0","15,262","0","0","0","0","0","0","2,022","10"
"G. MORROSQUILLO","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","CARBON AL GRANEL","72,466","0","0","0","0","0","0","0","2,023","7"
"SANTA MARTA","SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA","PUBLICO","CONTENEDORES","58,413","21,460","343","0","0","0","0","0","2,022","9"
"SAN ANDRES","NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A","PRIVADO","GRANEL LIQUIDO","0","0","0","0","0","7,316","0","0","2,018","7"
"BARRANQUILLA","VOPAK COLOMBIA S.A.","PUBLICO","GRANEL LIQUIDO","0","1,325","0","0","0","0","0","0","2,024","5"
"SAN ANDRES","NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A","PRIVADO","GRANEL LIQUIDO","0","0","0","0","0","7,359","0","0","2,018","11"
"TURBO","UNIBAN LOGISTICA S.A","PUBLICO","CONTENEDORES","46,412","4,669","0","0","0","8,677","0","0","2,024","9"
"TURBO","PROMOTORA BANANERA S.A","PUBLICO","GENERAL","2","0","0","0","0","0","0","0","2,019","4"
"CARTAGENA","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","GENERAL","3,235","20,989","0","0","0","0","0","0","2,022","8"
"CARTAGENA","PUERTO DE MAMONAL S.A.","PUBLICO","CARBON AL GRANEL","10,530","0","0","0","0","0","0","0","2,022","8"
"BARRANQUILLA","PALERMO SOCIEDAD PORTUARIA S.A","PUBLICO","GENERAL","0","14,283","0","0","0","0","0","0","2,020","8"
"GUAJIRA","CERREJON ZONA NORTE S.A.","PRIVADO","GRANEL LIQUIDO","0","26,635","0","0","0","0","0","0","2,022","2"
"GUAJIRA","CERREJON ZONA NORTE S.A.","PRIVADO","GRANEL LIQUIDO","0","26,852","0","0","0","0","0","0","2,018","6"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","277,693","0","0","0","0","0","0","2,019","2"
"BUENAVENTURA","SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.","PUBLICO","CONTENEDORES","101,233","252,676","0","0","0","113","0","0","2,022","6"
"G. MORROSQUILLO","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","GENERAL","0","3,127","0","0","0","0","0","0","2,021","11"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","PUBLICO","CONTENEDORES","97,336","131,153","31,415","0","0","0","0","0","2,023","7"
"BARRANQUILLA","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","CARBON AL GRANEL","57,090","0","0","0","0","0","0","0","2,018","10"
"SAN ANDRES","SAN ANDRES PORT SOCIETY SA","PUBLICO","GENERAL","0","143","0","0","0","5,738","0","0","2,019","3"
"CARTAGENA","SOCIEDAD PORTUARIA EL CAYAO S.A. E.S.P.","PUBLICO","GRANEL LIQUIDO","0","40,920","0","0","0","0","0","0","2,018","10"
"SANTA MARTA","SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","1,003","252,322","0","0","0","0","0","0","2,022","12"
"GUAJIRA","SOCIEDAD PORTUARIA DE LA PENINSULA S.A.","PUBLICO","GENERAL","0","1,342","0","0","0","0","0","0","2,021","11"
"BARRANQUILLA","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","CARBON AL GRANEL","49,137","0","0","0","0","0","0","0","2,020","9"
"CARTAGENA","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","GENERAL","6,209","36","0","0","0","0","0","0","2,020","11"
"CARTAGENA","SOCIEDAD PORTUARIA TRANSMARSYP S.A.","PUBLICO","GENERAL","0","0","0","0","0","1,188","0","0","2,019","2"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","9,116","260,261","0","0","0","0","0","0","2,023","9"
"CARTAGENA","PUERTO BUENAVISTA S.A","PUBLICO","GENERAL","6,154","0","0","0","0","188","0","0","2,023","9"
"BARRANQUILLA","SOCIEDAD PORTUARIA RIVERPORT S.A.","PUBLICO","CARBON AL GRANEL","71,818","0","0","0","0","0","0","0","2,018","11"
"BARRANQUILLA","BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.","PUBLICO","CARBON AL GRANEL","13,000","0","0","0","0","0","0","0","2,019","11"
"BARRANCABERMEJA","SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.","PUBLICO","GRANEL LIQUIDO","0","0","0","0","84,517","0","0","0","2,020","12"
"CARTAGENA","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","63,320","0","0","0","0","0","0","2,022","7"
"CARTAGENA","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","GENERAL","18","8,453","0","0","0","0","0","0","2,023","6"
"G. MORROSQUILLO","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","CARBON AL GRANEL","80,810","0","0","0","0","0","0","0","2,025","1"
"BUENAVENTURA","SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","141,572","0","0","0","0","0","0","2,018","11"
"TUMACO","SOCIEDAD PORTUARIA REGIONAL TUMACO PACIFIC PORT S.A","PUBLICO","GENERAL","0","0","0","0","0","6,062","0","0","2,023","8"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","9,200","193,771","0","0","0","0","0","0","2,024","9"
"SANTA MARTA","SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA","PUBLICO","CONTENEDORES","6,844","22,101","108","0","0","20,460","0","0","2,020","4"
"CARTAGENA","TERMINAL DE CONTENEDORES DE CARTAGENA S. A.","PUBLICO","CONTENEDORES","135,539","192,358","1,206,618","0","0","0","0","0","2,018","5"
"G. MORROSQUILLO","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","CARBON AL GRANEL","13,200","0","0","0","0","0","0","0","2,020","10"
"CARTAGENA","TERMINAL DE CONTENEDORES DE CARTAGENA S. A.","PUBLICO","GENERAL","0","43","31","0","0","0","0","0","2,021","8"
"BARRANCABERMEJA","SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.","PUBLICO","GRANEL LIQUIDO","0","0","0","0","93,884","0","0","0","2,018","4"
"CIENAGA","SOCIEDAD PORTUARIA PUERTO NUEVO S.A.","PUBLICO","CARBON AL GRANEL","409,482","0","0","0","0","0","0","0","2,020","8"
